"Downloaded on TUE, 21 MAY 2019 13:18 +0200 from ILOSTAT",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Dataset:,Annual data,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Status in employment,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mali,Female (Sex),1. Employees (ICSE-93),Household or labour force survey,Other household survey,125,76,,,,,,,,,,,
Mali,Female (Sex),2. Employers (ICSE-93),Household or labour force survey,Other household survey,13,,,,,,,,,,,,
Mali,Female (Sex),3. Own-account workers (ICSE-93),Household or labour force survey,Other household survey,939,1148,,,,,,,,,,,
Mali,Female (Sex),5. Contributing family workers (ICSE-93),Household or labour force survey,Other household survey,951,711,,,,,,,,,,,
Mali,Female (Sex),6. Workers not classifiable by status (ICSE-93),Household or labour force survey,Other household survey,7,153,,,,,,,,,,,
Mali,Female (Sex),Total (ICSE-93),Household or labour force survey,Other household survey,2035,2089,,,,,,,,,,,
Malta,Total (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,130,133,137,137,139,144,150,157,165,171,179,188,201
Malta,Total (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,7,8,7,7,7,7,8,8,8,9,9,10,10
Malta,Total (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,14,14,15,15,16,15,16,17,17,18,20,23,23
Malta,Total (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,,,,0,,,,,,,0,0,
Malta,Total (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,151,155,159,159,163,167,173,182,191,198,208,221,234
Malta,Male (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,86,87,87,87,87,89,90,92,96,99,102,107,113
Malta,Male (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,6,7,6,6,7,6,6,7,7,7,8,8,8
Malta,Male (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,12,12,12,12,13,13,13,14,13,14,16,17,18
Malta,Male (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,105,105,106,106,107,108,109,112,116,121,126,133,139
Malta,Female (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,44,46,50,50,52,55,60,65,69,72,77,81,87
Malta,Female (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,1,1,1,1,1,1,1,1,1,1,1,2,2
Malta,Female (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,2,3,3,3,3,2,3,3,4,4,4,6,6
Malta,Female (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,,,,,,0,0,
Malta,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,47,50,53,54,56,58,64,69,74,77,82,88,95
Martinique,Total (Sex),1. Employees (ICSE-93),Population Census in overseas territories,Population census,,,,115,,,,,,,,,
Martinique,Total (Sex),Total (ICSE-93),Population Census in overseas territories,Population census,,,,133,,,,,,,,,
Martinique,Male (Sex),1. Employees (ICSE-93),Population Census in overseas territories,Population census,,,,53,,,,,,,,,
Martinique,Male (Sex),Total (ICSE-93),Population Census in overseas territories,Population census,,,,65,,,,,,,,,
Martinique,Female (Sex),1. Employees (ICSE-93),Population Census in overseas territories,Population census,,,,62,,,,,,,,,
Martinique,Female (Sex),Total (ICSE-93),Population Census in overseas territories,Population census,,,,68,,,,,,,,,
Mauritania,Total (Sex),1. Employees (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,258,,,,,,
Mauritania,Total (Sex),2. Employers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,18,,,,,,
Mauritania,Total (Sex),3. Own-account workers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,294,,,,,,
Mauritania,Total (Sex),4. Members of producers' cooperatives (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,25,,,,,,
Mauritania,Total (Sex),5. Contributing family workers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,65,,,,,,
Mauritania,Total (Sex),6. Workers not classifiable by status (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,10,,,,,,
Mauritania,Total (Sex),Total (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,670,,,,,,
Mauritania,Male (Sex),1. Employees (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,203,,,,,,
Mauritania,Male (Sex),2. Employers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,16,,,,,,
Mauritania,Male (Sex),3. Own-account workers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,171,,,,,,
Mauritania,Male (Sex),4. Members of producers' cooperatives (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,11,,,,,,
Mauritania,Male (Sex),5. Contributing family workers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,31,,,,,,
Mauritania,Male (Sex),6. Workers not classifiable by status (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,8,,,,,,
Mauritania,Male (Sex),Total (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,438,,,,,,
Mauritania,Female (Sex),1. Employees (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,55,,,,,,
Mauritania,Female (Sex),2. Employers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,2,,,,,,
Mauritania,Female (Sex),3. Own-account workers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,124,,,,,,
Mauritania,Female (Sex),4. Members of producers' cooperatives (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,14,,,,,,
Mauritania,Female (Sex),5. Contributing family workers (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,35,,,,,,
Mauritania,Female (Sex),6. Workers not classifiable by status (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,3,,,,,,
Mauritania,Female (Sex),Total (ICSE-93),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,232,,,,,,
Mauritius,Total (Sex),1. Employees (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,390,382,394,399,403,404,403,413,420,425,427,432,
Mauritius,Total (Sex),2. Employers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,14,16,16,20,21,20,19,19,24,21,24,23,
Mauritius,Total (Sex),3. Own-account workers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,69,71,71,69,70,68,74,78,75,78,75,77,
Mauritius,Total (Sex),5. Contributing family workers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,10,10,10,11,12,10,11,12,12,13,12,11,
Mauritius,Total (Sex),6. Workers not classifiable by status (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,2,3,2,3,4,4,4,4,1,1,1,1,
Mauritius,Total (Sex),Total (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,484,483,494,501,510,506,512,526,531,538,539,545,
Mauritius,Male (Sex),1. Employees (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,254,248,252,253,253,252,251,249,254,254,256,257,
Mauritius,Male (Sex),2. Employers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,12,13,14,17,18,17,16,16,20,18,21,20,
Mauritius,Male (Sex),3. Own-account workers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,53,55,53,53,53,51,55,60,55,58,56,58,
Mauritius,Male (Sex),5. Contributing family workers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,2,3,3,2,3,2,3,3,3,4,3,4,
Mauritius,Male (Sex),6. Workers not classifiable by status (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,1,2,1,2,2,3,3,3,1,1,0,1,
Mauritius,Male (Sex),Total (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,323,322,324,326,329,326,329,332,333,334,337,339,
Mauritius,Female (Sex),1. Employees (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,136,134,142,146,150,152,152,163,166,171,171,175,
Mauritius,Female (Sex),2. Employers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,2,2,2,3,3,3,2,3,3,3,3,3,
Mauritius,Female (Sex),3. Own-account workers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,16,16,18,16,17,16,19,18,19,20,19,20,
Mauritius,Female (Sex),5. Contributing family workers (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,8,8,8,8,9,8,9,9,9,10,9,7,
Mauritius,Female (Sex),6. Workers not classifiable by status (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,1,1,1,1,1,1,1,1,0,0,0,0,
Mauritius,Female (Sex),Total (ICSE-93),Continuous Multi-Purpose Household Survey,Labour force survey,162,161,170,175,181,180,183,194,198,205,202,206,
Mauritius,Total (Sex),1. Employees (ICSE-93),Population Census,Population census,,,,,,424,,,,,,,
Mauritius,Total (Sex),2. Employers (ICSE-93),Population Census,Population census,,,,,,23,,,,,,,
Mauritius,Total (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,,,,66,,,,,,,
Mauritius,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Population Census,Population census,,,,,,0,,,,,,,
Mauritius,Total (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,,,,,,6,,,,,,,
Mauritius,Total (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,,,,,,2,,,,,,,
Mauritius,Total (Sex),Total (ICSE-93),Population Census,Population census,,,,,,522,,,,,,,
Mauritius,Male (Sex),1. Employees (ICSE-93),Population Census,Population census,,,,,,263,,,,,,,
Mauritius,Male (Sex),2. Employers (ICSE-93),Population Census,Population census,,,,,,19,,,,,,,
Mauritius,Male (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,,,,53,,,,,,,
Mauritius,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Population Census,Population census,,,,,,0,,,,,,,
Mauritius,Male (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,,,,,,2,,,,,,,
Mauritius,Male (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,,,,,,1,,,,,,,
Mauritius,Male (Sex),Total (ICSE-93),Population Census,Population census,,,,,,337,,,,,,,
Mauritius,Female (Sex),1. Employees (ICSE-93),Population Census,Population census,,,,,,162,,,,,,,
Mauritius,Female (Sex),2. Employers (ICSE-93),Population Census,Population census,,,,,,4,,,,,,,
Mauritius,Female (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,,,,14,,,,,,,
Mauritius,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Population Census,Population census,,,,,,0,,,,,,,
Mauritius,Female (Sex),5. Contributing family workers (ICSE-93),Population Census,Population census,,,,,,5,,,,,,,
Mauritius,Female (Sex),6. Workers not classifiable by status (ICSE-93),Population Census,Population census,,,,,,1,,,,,,,
Mauritius,Female (Sex),Total (ICSE-93),Population Census,Population census,,,,,,185,,,,,,,
Mexico,Total (Sex),1. Employees (ICSE-93),National Occupation and Employment Survey,Labour force survey,28312,29002,29842,29847,30719,31275,32649,33023,33512,34374,35262,35880,36725
Mexico,Total (Sex),2. Employers (ICSE-93),National Occupation and Employment Survey,Labour force survey,2141,2236,2124,2022,2083,2269,2221,2201,2075,2198,2280,2385,2581
Mexico,Total (Sex),3. Own-account workers (ICSE-93),National Occupation and Employment Survey,Labour force survey,10005,10036,10042,10629,10323,10685,10855,11170,11093,11351,11528,11616,11997
Mexico,Total (Sex),5. Contributing family workers (ICSE-93),National Occupation and Employment Survey,Labour force survey,2920,2957,2936,2938,2997,2910,2982,2833,2736,2687,2525,2460,2418
Mexico,Total (Sex),Total (ICSE-93),National Occupation and Employment Survey,Labour force survey,43378,44231,44944,45435,46122,47139,48707,49227,49415,50611,51595,52341,53721
Mexico,Male (Sex),1. Employees (ICSE-93),National Occupation and Employment Survey,Labour force survey,17825,18238,18854,18748,19349,19677,20461,20536,20944,21470,21978,22261,22707
Mexico,Male (Sex),2. Employers (ICSE-93),National Occupation and Employment Survey,Labour force survey,1764,1822,1732,1644,1694,1833,1770,1766,1670,1754,1830,1904,2048
Mexico,Male (Sex),3. Own-account workers (ICSE-93),National Occupation and Employment Survey,Labour force survey,6396,6322,6288,6618,6386,6605,6558,6801,6888,6948,6988,7187,7361
Mexico,Male (Sex),5. Contributing family workers (ICSE-93),National Occupation and Employment Survey,Labour force survey,1252,1249,1267,1317,1379,1271,1333,1296,1236,1211,1103,1076,1036
Mexico,Male (Sex),Total (ICSE-93),National Occupation and Employment Survey,Labour force survey,27238,27631,28141,28327,28807,29386,30123,30398,30737,31384,31899,32428,33152
Mexico,Female (Sex),1. Employees (ICSE-93),National Occupation and Employment Survey,Labour force survey,10486,10764,10988,11099,11370,11598,12187,12487,12568,12904,13283,13619,14018
Mexico,Female (Sex),2. Employers (ICSE-93),National Occupation and Employment Survey,Labour force survey,377,414,392,378,389,436,450,435,406,444,450,481,533
Mexico,Female (Sex),3. Own-account workers (ICSE-93),National Occupation and Employment Survey,Labour force survey,3609,3714,3754,4011,3937,4080,4297,4369,4205,4404,4539,4429,4636
Mexico,Female (Sex),5. Contributing family workers (ICSE-93),National Occupation and Employment Survey,Labour force survey,1668,1708,1670,1621,1618,1639,1649,1537,1500,1476,1423,1383,1382
Mexico,Female (Sex),Total (ICSE-93),National Occupation and Employment Survey,Labour force survey,16140,16600,16803,17109,17314,17753,18584,18829,18679,19228,19696,19913,20569
"Micronesia, Federated States of",Total (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,14,,,,
"Micronesia, Federated States of",Total (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,1,,,,
"Micronesia, Federated States of",Total (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,13,,,,
"Micronesia, Federated States of",Total (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,2,,,,
"Micronesia, Federated States of",Total (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,6,,,,
"Micronesia, Federated States of",Total (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,36,,,,
"Micronesia, Federated States of",Male (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,9,,,,
"Micronesia, Federated States of",Male (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,1,,,,
"Micronesia, Federated States of",Male (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,10,,,,
"Micronesia, Federated States of",Male (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,1,,,,
"Micronesia, Federated States of",Male (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,2,,,,
"Micronesia, Federated States of",Male (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,22,,,,
"Micronesia, Federated States of",Female (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,5,,,,
"Micronesia, Federated States of",Female (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,0,,,,
"Micronesia, Federated States of",Female (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,3,,,,
"Micronesia, Federated States of",Female (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,1,,,,
"Micronesia, Federated States of",Female (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,4,,,,
"Micronesia, Federated States of",Female (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,14,,,,
"Moldova, Republic of",Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,843,832,850,837,809,829,812,807,798,799,768,787,777
"Moldova, Republic of",Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,12,11,12,10,7,8,6,9,8,6,7,4,4
"Moldova, Republic of",Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,365,375,359,307,297,301,301,332,350,405,388,371,420
"Moldova, Republic of",Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,1,0,,,,,,,,,,,
"Moldova, Republic of",Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,37,29,30,30,30,36,27,25,29,55,57,45,51
"Moldova, Republic of",Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,0,,,,,,,,
"Moldova, Republic of",Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,1257,1247,1251,1184,1143,1173,1147,1173,1185,1266,1220,1208,1252
"Moldova, Republic of",Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,410,396,408,398,380,393,384,383,372,361,357,370,364
"Moldova, Republic of",Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,9,7,8,7,5,5,4,5,6,4,4,2,3
"Moldova, Republic of",Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,199,211,204,182,178,184,181,196,211,251,231,224,242
"Moldova, Republic of",Male (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,1,0,,,,,,,,,,,
"Moldova, Republic of",Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,10,8,8,11,11,10,8,8,8,16,13,13,13
"Moldova, Republic of",Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,629,622,629,598,573,593,576,592,597,633,606,609,622
"Moldova, Republic of",Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,433,436,442,438,429,436,429,424,426,438,411,417,413
"Moldova, Republic of",Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,3,4,4,3,2,3,3,3,3,2,3,2,1
"Moldova, Republic of",Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,166,164,155,125,119,117,120,136,139,154,156,147,178
"Moldova, Republic of",Female (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,0,,,,,,,,,,,,
"Moldova, Republic of",Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,27,21,22,20,20,26,19,18,21,39,43,33,38
"Moldova, Republic of",Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,,,,0,,,,,,,,
"Moldova, Republic of",Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,629,626,622,587,570,581,571,581,588,634,614,598,630
Mongolia,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,337,332,345,439,450,501,542,551,567,592,617,
Mongolia,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,6,42,38,12,13,9,13,18,15,17,12,
Mongolia,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,306,304,341,479,497,497,521,514,546,504,571,
Mongolia,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,0,1,1,1,0,1,1,1,1,1,
Mongolia,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,250,217,207,100,66,45,26,26,22,34,38,
Mongolia,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,0,4,2,2,11,3,2,1,,1,0,
Mongolia,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,899,900,934,1034,1038,1056,1104,1111,1151,1148,1238,
Mongolia,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,159,162,165,209,223,251,270,274,285,297,304,
Mongolia,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,3,21,19,8,9,6,8,12,11,12,8,
Mongolia,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,209,212,252,299,293,277,294,290,304,286,330,
Mongolia,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,,1,0,1,,1,1,0,0,0,
Mongolia,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,92,69,50,25,15,15,5,8,5,9,9,
Mongolia,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,0,2,1,1,6,1,1,0,,0,,
Mongolia,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,464,466,487,543,548,550,579,584,605,604,653,
Mongolia,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,177,170,181,230,228,250,271,277,282,295,313,
Mongolia,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,3,21,19,4,4,4,5,6,5,5,4,
Mongolia,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,98,92,89,181,203,221,227,224,242,218,240,
Mongolia,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Labour force survey,Labour force survey,,,0,,0,0,0,0,0,0,0,0,
Mongolia,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,157,148,157,75,51,30,20,19,17,25,28,
Mongolia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,0,2,1,1,5,1,0,,,0,,
Mongolia,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,435,434,447,491,490,506,524,526,547,544,586,
Montenegro,Total (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,,168,177,176,174,164,165,170,175,175,176,179,186
Montenegro,Total (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,12,18,17,18,20,20,20,20
Montenegro,Total (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,,41,39,35,32,17,14,12,18,21,23,24,26
Montenegro,Total (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,,4,6,3,3,2,4,2,4,5,5,7,6
Montenegro,Total (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,,,,0,0,0,,
Montenegro,Total (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,,213,222,214,209,195,201,202,216,222,224,229,237
Montenegro,Male (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,,92,96,95,93,88,87,89,92,90,91,94,96
Montenegro,Male (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,9,12,12,12,14,14,14,15
Montenegro,Male (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,,28,28,26,24,12,10,10,13,15,17,18,20
Montenegro,Male (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,,2,3,2,2,1,2,1,2,2,2,3,2
Montenegro,Male (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,,,,0,,,0,
Montenegro,Male (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,,122,127,122,119,110,111,111,119,121,123,129,133
Montenegro,Female (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,,76,82,81,81,76,78,81,84,85,85,85,90
Montenegro,Female (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,4,6,6,6,6,6,5,5
Montenegro,Female (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,,13,11,9,8,5,3,3,5,6,7,6,6
Montenegro,Female (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,,2,3,1,2,1,2,1,2,3,3,4,4
Montenegro,Female (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,,,,,,,,,,0,0,
Montenegro,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,,91,95,91,90,85,89,91,97,101,101,101,104
Morocco,Total (Sex),1. Employees (ICSE-93),National Employment Survey,Labour force survey,4286,4510,4468,4581,4603,4556,4589,4760,4791,,,,
Morocco,Total (Sex),2. Employers (ICSE-93),National Employment Survey,Labour force survey,252,233,258,282,286,250,278,276,266,,,,
Morocco,Total (Sex),3. Own-account workers (ICSE-93),National Employment Survey,Labour force survey,2427,2508,2842,2843,2887,3031,3064,2986,2949,,,,
Morocco,Total (Sex),4. Members of producers' cooperatives (ICSE-93),National Employment Survey,Labour force survey,227,168,161,156,199,212,242,,,,,,
Morocco,Total (Sex),5. Contributing family workers (ICSE-93),National Employment Survey,Labour force survey,2722,2627,2450,2586,2421,2387,2265,2284,2342,,,,
Morocco,Total (Sex),6. Workers not classifiable by status (ICSE-93),National Employment Survey,Labour force survey,13,11,10,7,9,74,72,319,298,,,,
Morocco,Total (Sex),Total (ICSE-93),National Employment Survey,Labour force survey,9928,10056,10189,10455,10405,10509,10511,10625,10646,,,,
Morocco,Male (Sex),1. Employees (ICSE-93),National Employment Survey,Labour force survey,3388,3578,3539,3636,3633,3629,3659,,,,,,
Morocco,Male (Sex),2. Employers (ICSE-93),National Employment Survey,Labour force survey,236,217,237,259,265,232,256,,,,,,
Morocco,Male (Sex),3. Own-account workers (ICSE-93),National Employment Survey,Labour force survey,2165,2161,2403,2430,2467,2604,2613,,,,,,
Morocco,Male (Sex),4. Members of producers' cooperatives (ICSE-93),National Employment Survey,Labour force survey,207,150,148,143,182,194,213,,,,,,
Morocco,Male (Sex),5. Contributing family workers (ICSE-93),National Employment Survey,Labour force survey,1231,1210,1121,1198,1074,1020,968,,,,,,
Morocco,Male (Sex),6. Workers not classifiable by status (ICSE-93),National Employment Survey,Labour force survey,7,7,6,3,5,65,61,,,,,,
Morocco,Male (Sex),Total (ICSE-93),National Employment Survey,Labour force survey,7233,7324,7454,7670,7627,7745,7771,,,,,,
Morocco,Female (Sex),1. Employees (ICSE-93),National Employment Survey,Labour force survey,899,933,929,946,969,927,930,,,,,,
Morocco,Female (Sex),2. Employers (ICSE-93),National Employment Survey,Labour force survey,16,16,21,23,21,18,22,,,,,,
Morocco,Female (Sex),3. Own-account workers (ICSE-93),National Employment Survey,Labour force survey,263,346,439,412,419,427,451,,,,,,
Morocco,Female (Sex),4. Members of producers' cooperatives (ICSE-93),National Employment Survey,Labour force survey,20,17,13,13,17,17,29,,,,,,
Morocco,Female (Sex),5. Contributing family workers (ICSE-93),National Employment Survey,Labour force survey,1491,1416,1330,1387,1347,1367,1297,,,,,,
Morocco,Female (Sex),6. Workers not classifiable by status (ICSE-93),National Employment Survey,Labour force survey,6,4,4,4,4,8,11,,,,,,
Morocco,Female (Sex),Total (ICSE-93),National Employment Survey,Labour force survey,2694,2733,2736,2785,2777,2765,2740,,,,,,
Mozambique,Total (Sex),1. Employees (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1305,,,
Mozambique,Total (Sex),2. Employers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,228,,,
Mozambique,Total (Sex),3. Own-account workers (ICSE-93),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,5978,,,
