,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Country,Sex,Age,Education,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mongolia,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,11,5,5,11,12,9,10,10,9,10,
Mongolia,Female (Sex),15-64 (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,427,442,486,485,498,520,521,541,539,578,
Mongolia,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,4,5,4,,,,,,,,
Mongolia,Female (Sex),15+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,73,84,118,157,156,178,184,201,204,226,
Mongolia,Female (Sex),15+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,130,137,129,122,135,110,92,98,95,93,
Mongolia,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,214,214,233,200,202,226,240,237,236,255,
Mongolia,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,12,6,5,12,13,10,11,10,9,11,
Mongolia,Female (Sex),15+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,434,447,491,490,506,524,526,547,544,586,
Mongolia,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,5,6,5,,,,,,,,
Mongolia,Female (Sex),25+ (Age),Advanced (Aggregate levels),Labour force survey,Labour force survey,,,64,74,104,140,139,158,166,183,190,212,
Mongolia,Female (Sex),25+ (Age),Basic (Aggregate levels),Labour force survey,Labour force survey,,,106,113,110,105,111,98,84,92,90,88,
Mongolia,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Labour force survey,Labour force survey,,,191,191,210,179,180,206,220,218,221,240,
Mongolia,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Labour force survey,Labour force survey,,,8,4,4,9,10,8,10,9,9,10,
Mongolia,Female (Sex),25+ (Age),Total (Aggregate levels),Labour force survey,Labour force survey,,,372,384,431,432,439,470,480,502,509,551,
Mongolia,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Labour force survey,Labour force survey,,,4,3,4,,,,,,,,
Montenegro,Total (Sex),15-24 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,2,2,3,3,3,3,2,3
Montenegro,Total (Sex),15-24 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,2,1,1,1,2,2,2,2
Montenegro,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,9,10,10,12,11,14,14,15
Montenegro,Total (Sex),15-24 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,13,13,14,17,16,18,18,20
Montenegro,Total (Sex),15-64 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,51,56,61,67,66,69,67,68
Montenegro,Total (Sex),15-64 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,16,15,13,14,15,18,19,19
Montenegro,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,126,127,126,133,135,132,137,144
Montenegro,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,1,1,1,
Montenegro,Total (Sex),15-64 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,193,198,200,213,217,219,224,231
Montenegro,Total (Sex),15+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,52,57,62,67,68,71,69,69
Montenegro,Total (Sex),15+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,17,16,13,15,17,20,21,21
Montenegro,Total (Sex),15+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,127,128,127,133,136,133,138,146
Montenegro,Total (Sex),15+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,1,1,1,1,1
Montenegro,Total (Sex),15+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,195,201,202,216,222,224,229,237
Montenegro,Total (Sex),25+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,50,55,59,64,65,68,68,66
Montenegro,Total (Sex),25+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,15,14,12,13,15,18,19,19
Montenegro,Total (Sex),25+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,117,118,117,121,125,119,124,131
Montenegro,Total (Sex),25+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,1,1,1,
Montenegro,Total (Sex),25+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,183,187,188,200,205,206,211,218
Montenegro,Male (Sex),15-24 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,1,1,1,1,1,1,0,
Montenegro,Male (Sex),15-24 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,1,1,1,1,1,1,1,
Montenegro,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,6,5,6,7,7,8,9,9
Montenegro,Male (Sex),15-24 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,8,7,8,10,9,10,11,11
Montenegro,Male (Sex),15-64 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,25,29,30,31,31,32,30,29
Montenegro,Male (Sex),15-64 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,11,9,8,8,8,10,12,12
Montenegro,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,73,73,72,78,79,78,83,87
Montenegro,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,0,0,0,
Montenegro,Male (Sex),15-64 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,108,110,109,117,118,121,125,129
Montenegro,Male (Sex),15+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,25,29,30,31,32,33,31,31
Montenegro,Male (Sex),15+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,12,9,8,9,9,11,13,13
Montenegro,Male (Sex),15+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,73,73,73,78,80,79,84,89
Montenegro,Male (Sex),15+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,0,0,1,
Montenegro,Male (Sex),15+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,110,111,111,119,121,123,129,133
Montenegro,Male (Sex),25+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,25,28,30,30,31,32,30,30
Montenegro,Male (Sex),25+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,10,8,7,8,8,10,11,12
Montenegro,Male (Sex),25+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,67,68,67,71,73,71,76,80
Montenegro,Male (Sex),25+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,0,0,0,
Montenegro,Male (Sex),25+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,102,104,103,110,112,113,118,122
Montenegro,Female (Sex),15-24 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,1,1,2,1,2,2,1,2
Montenegro,Female (Sex),15-24 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,0,0,0,0,1,1,1,
Montenegro,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,4,5,4,5,4,5,6,6
Montenegro,Female (Sex),15-24 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,5,6,6,7,7,8,8,9
Montenegro,Female (Sex),15-64 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,26,28,32,35,35,37,38,38
Montenegro,Female (Sex),15-64 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,5,6,5,5,7,8,7,7
Montenegro,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,54,54,54,55,56,54,53,57
Montenegro,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,0,0,0,
Montenegro,Female (Sex),15-64 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,85,88,90,96,99,99,99,102
Montenegro,Female (Sex),15+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,26,28,32,36,36,38,39,39
Montenegro,Female (Sex),15+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,5,6,5,6,8,8,8,8
Montenegro,Female (Sex),15+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,54,55,54,55,57,54,54,57
Montenegro,Female (Sex),15+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,0,0,0,
Montenegro,Female (Sex),15+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,85,89,91,97,101,101,101,104
Montenegro,Female (Sex),25+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,25,27,30,34,34,36,37,37
Montenegro,Female (Sex),25+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,5,6,5,5,7,8,7,8
Montenegro,Female (Sex),25+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,50,50,50,50,52,49,48,51
Montenegro,Female (Sex),25+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,,,,0,0,0,0,
Montenegro,Female (Sex),25+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,,,,,,80,83,85,90,94,93,93,96
Morocco,Total (Sex),15-24 (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1320,1266,,,,,,
Morocco,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,141,144,,,,,,
Morocco,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,301,272,,,,,,
Morocco,Total (Sex),15-24 (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1820,1722,,,,,,
Morocco,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,59,40,,,,,,
Morocco,Total (Sex),15-64 (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,4459,4482,,,,,,
Morocco,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1916,1957,,,,,,
Morocco,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,3128,3192,,,,,,
Morocco,Total (Sex),15-64 (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,10142,10139,,,,,,
Morocco,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,640,508,,,,,,
Morocco,Total (Sex),15+ (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,4487,4511,,,,,,
Morocco,Total (Sex),15+ (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1921,1963,,,,,,
Morocco,Total (Sex),15+ (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,3406,3478,,,,,,
Morocco,Total (Sex),15+ (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,10509,10511,,,,,,
Morocco,Total (Sex),15+ (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,695,558,,,,,,
Morocco,Total (Sex),25+ (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,3168,3244,,,,,,
Morocco,Total (Sex),25+ (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1780,1819,,,,,,
Morocco,Total (Sex),25+ (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,3106,3206,,,,,,
Morocco,Total (Sex),25+ (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,8689,8788,,,,,,
Morocco,Total (Sex),25+ (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,636,519,,,,,,
Morocco,Male (Sex),15-24 (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1047,1011,,,,,,
Morocco,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,98,100,,,,,,
Morocco,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,153,142,,,,,,
Morocco,Male (Sex),15-24 (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1344,1287,,,,,,
Morocco,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,46,33,,,,,,
Morocco,Male (Sex),15-64 (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,3816,3849,,,,,,
Morocco,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1427,1455,,,,,,
Morocco,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1684,1737,,,,,,
Morocco,Male (Sex),15-64 (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,7459,7487,,,,,,
Morocco,Male (Sex),15-64 (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,532,446,,,,,,
Morocco,Male (Sex),15+ (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,3843,3877,,,,,,
Morocco,Male (Sex),15+ (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1432,1461,,,,,,
Morocco,Male (Sex),15+ (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1884,1937,,,,,,
Morocco,Male (Sex),15+ (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,7745,7771,,,,,,
Morocco,Male (Sex),15+ (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,586,495,,,,,,
Morocco,Male (Sex),25+ (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,2796,2866,,,,,,
Morocco,Male (Sex),25+ (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1333,1361,,,,,,
Morocco,Male (Sex),25+ (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1732,1795,,,,,,
Morocco,Male (Sex),25+ (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,6401,6484,,,,,,
Morocco,Male (Sex),25+ (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,540,462,,,,,,
Morocco,Female (Sex),15-24 (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,272,255,,,,,,
Morocco,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,43,44,,,,,,
Morocco,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,148,130,,,,,,
Morocco,Female (Sex),15-24 (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,476,436,,,,,,
Morocco,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,13,7,,,,,,
Morocco,Female (Sex),15-64 (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,643,632,,,,,,
Morocco,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,489,502,,,,,,
Morocco,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1444,1455,,,,,,
Morocco,Female (Sex),15-64 (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,2684,2652,,,,,,
Morocco,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,108,62,,,,,,
Morocco,Female (Sex),15+ (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,644,634,,,,,,
Morocco,Female (Sex),15+ (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,489,502,,,,,,
Morocco,Female (Sex),15+ (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1522,1541,,,,,,
Morocco,Female (Sex),15+ (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,2765,2740,,,,,,
Morocco,Female (Sex),15+ (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,109,63,,,,,,
Morocco,Female (Sex),25+ (Age),Basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,372,379,,,,,,
Morocco,Female (Sex),25+ (Age),Intermediate (Aggregate levels),National Employment Survey,Labour force survey,,,,,,446,458,,,,,,
Morocco,Female (Sex),25+ (Age),Less than basic (Aggregate levels),National Employment Survey,Labour force survey,,,,,,1374,1411,,,,,,
Morocco,Female (Sex),25+ (Age),Total (Aggregate levels),National Employment Survey,Labour force survey,,,,,,2289,2304,,,,,,
Morocco,Female (Sex),25+ (Age),Level not stated (Aggregate levels),National Employment Survey,Labour force survey,,,,,,96,56,,,,,,
Mozambique,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,18,,,
Mozambique,Total (Sex),15-24 (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1064,,,
Mozambique,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,152,,,
Mozambique,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1318,,,
Mozambique,Total (Sex),15-24 (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2557,,,
Mozambique,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4,,,
Mozambique,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,193,,,
Mozambique,Total (Sex),15-64 (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2437,,,
Mozambique,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,496,,,
Mozambique,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,6091,,,
Mozambique,Total (Sex),15-64 (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,9239,,,
Mozambique,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,23,,,
Mozambique,Total (Sex),15+ (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,195,,,
Mozambique,Total (Sex),15+ (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2464,,,
Mozambique,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,499,,,
Mozambique,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,6647,,,
Mozambique,Total (Sex),15+ (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,9831,,,
Mozambique,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,26,,,
Mozambique,Total (Sex),25+ (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,177,,,
Mozambique,Total (Sex),25+ (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1399,,,
Mozambique,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,347,,,
Mozambique,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,5329,,,
Mozambique,Total (Sex),25+ (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,7274,,,
Mozambique,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,21,,,
Mozambique,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,12,,,
Mozambique,Male (Sex),15-24 (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,612,,,
Mozambique,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,97,,,
Mozambique,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,486,,,
Mozambique,Male (Sex),15-24 (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1210,,,
Mozambique,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2,,,
Mozambique,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,133,,,
Mozambique,Male (Sex),15-64 (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1519,,,
Mozambique,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,329,,,
Mozambique,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2374,,,
Mozambique,Male (Sex),15-64 (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4373,,,
Mozambique,Male (Sex),15-64 (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,19,,,
Mozambique,Male (Sex),15+ (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,135,,,
Mozambique,Male (Sex),15+ (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1543,,,
Mozambique,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,332,,,
Mozambique,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2631,,,
Mozambique,Male (Sex),15+ (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4660,,,
Mozambique,Male (Sex),15+ (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,19,,,
Mozambique,Male (Sex),25+ (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,122,,,
Mozambique,Male (Sex),25+ (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,930,,,
Mozambique,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,235,,,
Mozambique,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2144,,,
Mozambique,Male (Sex),25+ (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,3449,,,
Mozambique,Male (Sex),25+ (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,17,,,
Mozambique,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,6,,,
Mozambique,Female (Sex),15-24 (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,452,,,
Mozambique,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,55,,,
Mozambique,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,832,,,
Mozambique,Female (Sex),15-24 (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1347,,,
Mozambique,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,,,,
Mozambique,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,60,,,
Mozambique,Female (Sex),15-64 (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,918,,,
Mozambique,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,166,,,
Mozambique,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,3717,,,
Mozambique,Female (Sex),15-64 (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4866,,,
Mozambique,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4,,,
Mozambique,Female (Sex),15+ (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,61,,,
Mozambique,Female (Sex),15+ (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,921,,,
Mozambique,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,167,,,
Mozambique,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4017,,,
Mozambique,Female (Sex),15+ (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,5171,,,
Mozambique,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,6,,,
Mozambique,Female (Sex),25+ (Age),Advanced (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,54,,,
Mozambique,Female (Sex),25+ (Age),Basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,469,,,
Mozambique,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,112,,,
Mozambique,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,3185,,,
Mozambique,Female (Sex),25+ (Age),Total (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,3825,,,
Mozambique,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4,,,
