,,,,,,,,,,,,,,,,,
Country,Sex,Age,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mauritania,Female (Sex),15-24 (Age),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,43,,,,,,
Mauritania,Female (Sex),15-64 (Age),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,225,,,,,,
Mauritania,Female (Sex),15+ (Age),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,232,,,,,,
Mauritania,Female (Sex),25+ (Age),National Reference Survey on Employment and Informal Sector,Labour force survey,,,,,,,190,,,,,,
Mauritius,Total (Sex),15-24 (Age),Continuous Multi-Purpose Household Survey,Labour force survey,62,56,57,55,55,57,56,58,58,59,60,58,
Mauritius,Total (Sex),15-64 (Age),Continuous Multi-Purpose Household Survey,Labour force survey,478,476,487,493,501,498,502,515,519,526,526,531,
Mauritius,Total (Sex),15+ (Age),Continuous Multi-Purpose Household Survey,Labour force survey,484,483,494,501,510,506,512,526,531,538,539,545,
Mauritius,Total (Sex),25+ (Age),Continuous Multi-Purpose Household Survey,Labour force survey,423,426,436,446,454,449,455,467,473,479,479,487,
Mauritius,Male (Sex),15-24 (Age),Continuous Multi-Purpose Household Survey,Labour force survey,39,35,35,34,34,35,35,37,37,36,36,35,
Mauritius,Male (Sex),15-64 (Age),Continuous Multi-Purpose Household Survey,Labour force survey,318,317,318,321,323,320,322,325,325,325,328,329,
Mauritius,Male (Sex),15+ (Age),Continuous Multi-Purpose Household Survey,Labour force survey,323,322,324,326,329,326,329,332,333,334,337,339,
Mauritius,Male (Sex),25+ (Age),Continuous Multi-Purpose Household Survey,Labour force survey,284,286,288,292,295,291,294,295,297,298,300,304,
Mauritius,Female (Sex),15-24 (Age),Continuous Multi-Purpose Household Survey,Labour force survey,23,21,22,21,22,22,21,21,21,23,24,23,
Mauritius,Female (Sex),15-64 (Age),Continuous Multi-Purpose Household Survey,Labour force survey,160,159,168,173,178,178,180,191,194,201,198,202,
Mauritius,Female (Sex),15+ (Age),Continuous Multi-Purpose Household Survey,Labour force survey,162,161,170,175,181,180,183,194,198,205,202,206,
Mauritius,Female (Sex),25+ (Age),Continuous Multi-Purpose Household Survey,Labour force survey,139,140,148,154,159,158,161,173,177,181,178,183,
Mauritius,Total (Sex),15-24 (Age),Population Census,Population census,,,,,,61,,,,,,,
Mauritius,Total (Sex),15-64 (Age),Population Census,Population census,,,,,,515,,,,,,,
Mauritius,Total (Sex),15+ (Age),Population Census,Population census,,,,,,522,,,,,,,
Mauritius,Total (Sex),25+ (Age),Population Census,Population census,,,,,,462,,,,,,,
Mauritius,Male (Sex),15-24 (Age),Population Census,Population census,,,,,,37,,,,,,,
Mauritius,Male (Sex),15-64 (Age),Population Census,Population census,,,,,,332,,,,,,,
Mauritius,Male (Sex),15+ (Age),Population Census,Population census,,,,,,337,,,,,,,
Mauritius,Male (Sex),25+ (Age),Population Census,Population census,,,,,,300,,,,,,,
Mauritius,Female (Sex),15-24 (Age),Population Census,Population census,,,,,,23,,,,,,,
Mauritius,Female (Sex),15-64 (Age),Population Census,Population census,,,,,,183,,,,,,,
Mauritius,Female (Sex),15+ (Age),Population Census,Population census,,,,,,185,,,,,,,
Mauritius,Female (Sex),25+ (Age),Population Census,Population census,,,,,,162,,,,,,,
Mauritius,Total (Sex),15+ (Age),Official Estimates,Official estimate,515,524,543,,,,,,,,,,
Mauritius,Male (Sex),15+ (Age),Official Estimates,Official estimate,341,347,356,,,,,,,,,,
Mauritius,Female (Sex),15+ (Age),Official Estimates,Official estimate,175,177,187,,,,,,,,,,
Mexico,Total (Sex),15-24 (Age),National Occupation and Employment Survey,Labour force survey,8990,9122,9076,8865,9116,9102,9267,9033,8821,8797,8777,8798,8846
Mexico,Total (Sex),15-64 (Age),National Occupation and Employment Survey,Labour force survey,41352,42204,42869,43301,43936,44922,46408,46881,47003,48010,48964,49625,50819
Mexico,Total (Sex),15+ (Age),National Occupation and Employment Survey,Labour force survey,43378,44231,44944,45435,46122,47139,48707,49227,49415,50611,51595,52341,53721
Mexico,Total (Sex),25+ (Age),National Occupation and Employment Survey,Labour force survey,34389,35109,35868,36570,37005,38037,39440,40194,40594,41814,42818,43543,44875
Mexico,Male (Sex),15-24 (Age),National Occupation and Employment Survey,Labour force survey,5638,5730,5770,5715,5881,5880,5974,5843,5795,5761,5722,5752,5758
Mexico,Male (Sex),15-64 (Age),National Occupation and Employment Survey,Labour force survey,25777,26163,26657,26812,27252,27812,28525,28765,29022,29555,30064,30523,31126
Mexico,Male (Sex),15+ (Age),National Occupation and Employment Survey,Labour force survey,27238,27631,28141,28327,28807,29386,30123,30398,30737,31384,31899,32428,33152
Mexico,Male (Sex),25+ (Age),National Occupation and Employment Survey,Labour force survey,21600,21901,22371,22612,22926,23506,24149,24556,24942,25623,26177,26676,27395
Mexico,Female (Sex),15-24 (Age),National Occupation and Employment Survey,Labour force survey,3352,3392,3306,3150,3235,3222,3293,3191,3026,3036,3055,3046,3089
Mexico,Female (Sex),15-64 (Age),National Occupation and Employment Survey,Labour force survey,15575,16041,16212,16489,16685,17109,17883,18117,17981,18454,18900,19101,19693
Mexico,Female (Sex),15+ (Age),National Occupation and Employment Survey,Labour force survey,16140,16600,16803,17109,17314,17753,18584,18829,18679,19228,19696,19913,20569
Mexico,Female (Sex),25+ (Age),National Occupation and Employment Survey,Labour force survey,12789,13208,13497,13959,14079,14531,15291,15639,15652,16192,16640,16866,17480
"Micronesia, Federated States of",Total (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,7,,,,
"Micronesia, Federated States of",Total (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,35,,,,
"Micronesia, Federated States of",Total (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,36,,,,
"Micronesia, Federated States of",Total (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,29,,,,
"Micronesia, Federated States of",Male (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,4,,,,
"Micronesia, Federated States of",Male (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,21,,,,
"Micronesia, Federated States of",Male (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,22,,,,
"Micronesia, Federated States of",Male (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,17,,,,
"Micronesia, Federated States of",Female (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,3,,,,
"Micronesia, Federated States of",Female (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,13,,,,
"Micronesia, Federated States of",Female (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,14,,,,
"Micronesia, Federated States of",Female (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,11,,,,
"Moldova, Republic of",Total (Sex),15-24 (Age),Labour force survey,Labour force survey,132,120,124,121,118,120,107,104,95,100,85,80,85
"Moldova, Republic of",Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,1157,1121,1146,1123,1148,1153,1227,1176,1161,1186
"Moldova, Republic of",Total (Sex),15+ (Age),Labour force survey,Labour force survey,1257,1247,1251,1184,1143,1173,1147,1173,1185,1266,1220,1208,1252
"Moldova, Republic of",Total (Sex),25+ (Age),Labour force survey,Labour force survey,1125,1127,1127,1063,1026,1054,1040,1068,1090,1167,1135,1128,1167
"Moldova, Republic of",Male (Sex),15-24 (Age),Labour force survey,Labour force survey,75,69,71,69,65,68,61,62,58,60,49,46,47
"Moldova, Republic of",Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,581,560,577,564,580,580,614,584,587,591
"Moldova, Republic of",Male (Sex),15+ (Age),Labour force survey,Labour force survey,629,622,629,598,573,593,576,592,597,633,606,609,622
"Moldova, Republic of",Male (Sex),25+ (Age),Labour force survey,Labour force survey,554,552,558,529,508,525,515,530,539,573,557,563,575
"Moldova, Republic of",Female (Sex),15-24 (Age),Labour force survey,Labour force survey,57,51,53,52,53,52,45,42,37,39,36,34,38
"Moldova, Republic of",Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,575,561,569,559,568,573,613,592,575,595
"Moldova, Republic of",Female (Sex),15+ (Age),Labour force survey,Labour force survey,629,626,622,587,570,581,571,581,588,634,614,598,630
"Moldova, Republic of",Female (Sex),25+ (Age),Labour force survey,Labour force survey,571,575,569,534,517,528,525,538,551,594,578,564,592
Monaco,Total (Sex),15-24 (Age),Population census,Population census,,,,,,,,,,,1,,
Monaco,Total (Sex),15-64 (Age),Population census,Population census,,,,,,,,,,,14,,
Monaco,Total (Sex),15+ (Age),Population census,Population census,,,,,,,,,,,15,,
Monaco,Total (Sex),25+ (Age),Population census,Population census,,,,,,,,,,,14,,
Monaco,Male (Sex),15-24 (Age),Population census,Population census,,,,,,,,,,,0,,
Monaco,Male (Sex),15-64 (Age),Population census,Population census,,,,,,,,,,,8,,
Monaco,Male (Sex),15+ (Age),Population census,Population census,,,,,,,,,,,9,,
Monaco,Male (Sex),25+ (Age),Population census,Population census,,,,,,,,,,,8,,
Monaco,Female (Sex),15-24 (Age),Population census,Population census,,,,,,,,,,,0,,
Monaco,Female (Sex),15-64 (Age),Population census,Population census,,,,,,,,,,,6,,
Monaco,Female (Sex),15+ (Age),Population census,Population census,,,,,,,,,,,6,,
Monaco,Female (Sex),25+ (Age),Population census,Population census,,,,,,,,,,,6,,
Mongolia,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,157,142,138,139,137,158,129,114,110,93,96,
Mongolia,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,883,920,1021,1025,1040,1092,1098,1141,1135,1223,
Mongolia,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,899,900,934,1034,1038,1056,1104,1111,1151,1148,1238,
Mongolia,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,742,758,795,894,901,898,975,996,1041,1054,1143,
Mongolia,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,87,81,76,80,79,91,75,69,66,58,61,
Mongolia,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,456,479,535,540,541,573,578,599,596,645,
Mongolia,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,464,466,487,543,548,550,579,584,605,604,653,
Mongolia,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,377,385,411,463,468,459,504,516,539,545,592,
Mongolia,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,70,61,62,60,58,67,54,46,44,35,35,
Mongolia,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,427,442,486,485,498,520,521,541,539,578,
Mongolia,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,435,434,447,491,490,506,524,526,547,544,586,
Mongolia,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,365,372,384,431,432,439,470,480,502,509,551,
Mongolia,Total (Sex),15+ (Age),Official Estimates,Official estimate,1010,1024,1042,,,,,,,,,,
Mongolia,Male (Sex),15+ (Age),Official Estimates,Official estimate,492,504,513,,,,,,,,,,
Mongolia,Female (Sex),15+ (Age),Official Estimates,Official estimate,518,520,529,,,,,,,,,,
Montenegro,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,,20,,,13,13,13,14,17,16,18,18,20
Montenegro,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,,,,,,193,198,200,213,217,219,224,231
Montenegro,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,,213,,,208,195,201,202,216,222,224,229,237
Montenegro,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,,192,,,195,183,187,188,200,205,206,211,218
Montenegro,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,,12,,,8,8,7,8,10,9,10,11,11
Montenegro,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,,,,,,108,110,109,117,118,121,125,129
Montenegro,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,,122,,,119,110,111,111,119,121,123,129,133
Montenegro,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,,109,,,111,102,104,103,110,112,113,118,122
Montenegro,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,,8,,,5,5,6,6,7,7,8,8,9
Montenegro,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,,,,,,85,88,90,96,99,99,99,102
Montenegro,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,,91,,,89,85,89,91,97,101,101,101,104
Montenegro,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,,83,,,84,80,83,85,90,94,93,93,96
Montserrat,Total (Sex),15+ (Age),Population Census,Population census,3,,,,,3,,,,,,,
Montserrat,Male (Sex),15+ (Age),Population Census,Population census,1,,,,,1,,,,,,,
Montserrat,Female (Sex),15+ (Age),Population Census,Population census,1,,,,,1,,,,,,,
Morocco,Total (Sex),15-24 (Age),National Employment Survey,Labour force survey,2475,2322,2218,2105,1896,1820,1722,1638,1612,1482,1361,,
Morocco,Total (Sex),15-64 (Age),National Employment Survey,Labour force survey,,,,,,10142,10139,10625,,,,,
Morocco,Total (Sex),15+ (Age),National Employment Survey,Labour force survey,10476,10333,10411,10475,10409,10509,10511,10625,10697,10731,10695,,
Morocco,Total (Sex),25+ (Age),National Employment Survey,Labour force survey,,,,,8513,8689,8788,8987,9085,9249,9334,,
Morocco,Male (Sex),15-24 (Age),National Employment Survey,Labour force survey,1727,1624,1567,1522,1394,1344,1287,1207,1163,1067,998,,
Morocco,Male (Sex),15-64 (Age),National Employment Survey,Labour force survey,,,,,,7459,7487,7784,,,,,
Morocco,Male (Sex),15+ (Age),National Employment Survey,Labour force survey,7627,7473,7579,7681,7628,7745,7771,7784,7822,7865,7918,,
Morocco,Male (Sex),25+ (Age),National Employment Survey,Labour force survey,,,,,6234,6401,6484,6578,6659,6799,6920,,
Morocco,Female (Sex),15-24 (Age),National Employment Survey,Labour force survey,748,698,650,583,502,476,436,431,449,415,363,,
Morocco,Female (Sex),15-64 (Age),National Employment Survey,Labour force survey,,,,,,2684,2652,2840,,,,,
Morocco,Female (Sex),15+ (Age),National Employment Survey,Labour force survey,2849,2860,2832,2793,2781,2765,2740,2840,2875,2866,2777,,
Morocco,Female (Sex),25+ (Age),National Employment Survey,Labour force survey,,,,,2279,2289,2304,2409,2426,2450,2414,,
Mozambique,Total (Sex),15-24 (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,2557,,,
Mozambique,Total (Sex),15-64 (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,9239,,,
Mozambique,Total (Sex),15+ (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,9831,,,
Mozambique,Total (Sex),25+ (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,7274,,,
Mozambique,Male (Sex),15-24 (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1210,,,
Mozambique,Male (Sex),15-64 (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4373,,,
Mozambique,Male (Sex),15+ (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4660,,,
Mozambique,Male (Sex),25+ (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,3449,,,
Mozambique,Female (Sex),15-24 (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,1347,,,
Mozambique,Female (Sex),15-64 (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,4866,,,
Mozambique,Female (Sex),15+ (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,5171,,,
Mozambique,Female (Sex),25+ (Age),Household budget Survey ,Household income/expenditure survey,,,,,,,,,,3825,,,
Myanmar,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,4820,,4217,
Myanmar,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,21309,,21512,
Myanmar,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,21791,,21942,
Myanmar,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,16971,,17726,
Myanmar,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,2572,,2332,
Myanmar,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,12078,,12401,
Myanmar,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,12391,,12694,
Myanmar,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,9820,,10361,
Myanmar,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,2248,,1884,
Myanmar,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,9231,,9111,
Myanmar,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,9400,,9249,
Myanmar,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,7152,,7364,
Namibia,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,90,87,94,,88,,87
Namibia,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,586,636,669,,633,,682
Namibia,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,331,,,,623,682,705,,662,,723
Namibia,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,533,596,611,,574,,636
Namibia,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,52,47,52,,51,,47
Namibia,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,308,322,350,,329,,342
Namibia,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,186,,,,326,342,365,,344,,360
Namibia,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,274,294,313,,292,,313
Namibia,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,38,39,42,,37,,39
Namibia,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,278,314,319,,304,,340
Namibia,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,145,,,,297,341,340,,318,,362
Namibia,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,259,301,298,,282,,323
Namibia,Total (Sex),15+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,,,608,,,,,,,,
Namibia,Male (Sex),15+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,,,316,,,,,,,,
Namibia,Female (Sex),15+ (Age),Household income and expenditure survey,Household income/expenditure survey,,,,,292,,,,,,,,
Nauru,Total (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Total (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,4,,,,,
Nauru,Total (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,4,,,,,
Nauru,Total (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,3,,,,,
Nauru,Male (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Male (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Nauru,Male (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Nauru,Male (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,2,,,,,
Nauru,Female (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,0,,,,,
Nauru,Female (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Female (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nauru,Female (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,1,,,,,
Nepal,Total (Sex),15-24 (Age),Nepal Labour Force Survey,Labour force survey,,,3451,,,,,,,,,,
Nepal,Total (Sex),15-64 (Age),Nepal Labour Force Survey,Labour force survey,,,11522,,,,,,,,,,
Nepal,Total (Sex),15+ (Age),Nepal Labour Force Survey,Labour force survey,,,12163,,,,,,,,,,
Nepal,Total (Sex),25+ (Age),Nepal Labour Force Survey,Labour force survey,,,8712,,,,,,,,,,
Nepal,Male (Sex),15-24 (Age),Nepal Labour Force Survey,Labour force survey,,,1535,,,,,,,,,,
Nepal,Male (Sex),15-64 (Age),Nepal Labour Force Survey,Labour force survey,,,5450,,,,,,,,,,
Nepal,Male (Sex),15+ (Age),Nepal Labour Force Survey,Labour force survey,,,5846,,,,,,,,,,
Nepal,Male (Sex),25+ (Age),Nepal Labour Force Survey,Labour force survey,,,4311,,,,,,,,,,
Nepal,Female (Sex),15-24 (Age),Nepal Labour Force Survey,Labour force survey,,,1915,,,,,,,,,,
Nepal,Female (Sex),15-64 (Age),Nepal Labour Force Survey,Labour force survey,,,6071,,,,,,,,,,
Nepal,Female (Sex),15+ (Age),Nepal Labour Force Survey,Labour force survey,,,6317,,,,,,,,,,
Nepal,Female (Sex),25+ (Age),Nepal Labour Force Survey,Labour force survey,,,4401,,,,,,,,,,
Netherlands,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,1290,1345,1368,1352,1264,1232,1236,1225,1202,1245,1256,1300,1343
Netherlands,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,8152,8345,8468,8443,8227,8152,8174,8104,8028,8115,8223,8376,8543
Netherlands,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,8261,8464,8593,8596,8370,8291,8345,8285,8236,8319,8427,8605,8798
Netherlands,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,6971,7119,7225,7245,7106,7060,7109,7060,7034,7074,7171,7305,7455
Netherlands,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,666,689,699,682,636,611,613,613,610,623,625,647,669
Netherlands,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,4471,4547,4588,4540,4425,4377,4376,4324,4305,4336,4383,4449,4524
Netherlands,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,4552,4631,4676,4648,4526,4475,4501,4459,4460,4482,4536,4617,4705
Netherlands,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,3886,3942,3977,3967,3889,3864,3887,3846,3850,3859,3912,3971,4036
Netherlands,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,624,656,669,670,628,620,623,612,592,621,631,654,674
Netherlands,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,3681,3798,3880,3903,3802,3775,3799,3779,3724,3779,3840,3927,4020
Netherlands,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,3709,3832,3917,3948,3844,3816,3844,3827,3776,3836,3891,3987,4093
Netherlands,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,3085,3177,3248,3278,3217,3196,3222,3214,3184,3215,3259,3334,3419
Netherlands Antilles,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,4,,4,,,,,,,
Netherlands Antilles,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,58,,60,,,,,,,
Netherlands Antilles,Total (Sex),15+ (Age),Labour force survey,Labour force survey,52,54,57,59,,62,,63,,,,,
Netherlands Antilles,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,55,,58,,,,,,,
Netherlands Antilles,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,2,,3,,,,,,,
Netherlands Antilles,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,28,,29,,,,,,,
Netherlands Antilles,Male (Sex),15+ (Age),Labour force survey,Labour force survey,26,27,28,29,,30,,31,,,,,
Netherlands Antilles,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,26,,27,,,,,,,
Netherlands Antilles,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,2,,2,,,,,,,
Netherlands Antilles,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,30,,32,,,,,,,
Netherlands Antilles,Female (Sex),15+ (Age),Labour force survey,Labour force survey,26,27,28,31,,32,,32,,,,,
Netherlands Antilles,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,29,,31,,,,,,,
New Caledonia,Total (Sex),15-24 (Age),Population Census,Population census,,,,,,,,,11,,,,
New Caledonia,Total (Sex),15-64 (Age),Population Census,Population census,,,,,,,,,111,,,,
New Caledonia,Total (Sex),15+ (Age),Population Census,Population census,,,82,95,,,,,112,,,,
New Caledonia,Total (Sex),25+ (Age),Population Census,Population census,,,,,,,,,101,,,,
New Caledonia,Male (Sex),15-24 (Age),Population Census,Population census,,,,,,,,,6,,,,
New Caledonia,Male (Sex),15-64 (Age),Population Census,Population census,,,,,,,,,60,,,,
New Caledonia,Male (Sex),15+ (Age),Population Census,Population census,,,,54,,,,,61,,,,
New Caledonia,Male (Sex),25+ (Age),Population Census,Population census,,,,,,,,,55,,,,
New Caledonia,Female (Sex),15-24 (Age),Population Census,Population census,,,,,,,,,5,,,,
New Caledonia,Female (Sex),15-64 (Age),Population Census,Population census,,,,,,,,,50,,,,
New Caledonia,Female (Sex),15+ (Age),Population Census,Population census,,,,41,,,,,51,,,,
New Caledonia,Female (Sex),25+ (Age),Population Census,Population census,,,,,,,,,46,,,,
New Zealand,Total (Sex),15-24 (Age),Household Labour Force Survey,Labour force survey,348,349,336,309,303,304,301,307,329,345,361,372,
New Zealand,Total (Sex),15-64 (Age),Household Labour Force Survey,Labour force survey,2070,2098,2098,2065,2067,2085,2071,2106,2176,2218,2312,2403,
New Zealand,Total (Sex),15+ (Age),Household Labour Force Survey,Labour force survey,2132,2168,2176,2147,2157,2188,2184,2227,2305,2357,2466,2568,
New Zealand,Total (Sex),25+ (Age),Household Labour Force Survey,Labour force survey,1784,1819,1840,1838,1854,1884,1882,1920,1976,2012,2104,2196,
New Zealand,Male (Sex),15-24 (Age),Household Labour Force Survey,Labour force survey,183,182,175,163,157,158,157,161,175,184,194,199,
New Zealand,Male (Sex),15-64 (Age),Household Labour Force Survey,Labour force survey,1107,1117,1109,1086,1089,1094,1082,1099,1137,1162,1211,1258,
New Zealand,Male (Sex),15+ (Age),Household Labour Force Survey,Labour force survey,1146,1161,1156,1136,1144,1156,1149,1172,1216,1244,1302,1359,
New Zealand,Male (Sex),25+ (Age),Household Labour Force Survey,Labour force survey,962,979,981,973,986,998,992,1011,1041,1060,1107,1160,
New Zealand,Female (Sex),15-24 (Age),Household Labour Force Survey,Labour force survey,164,167,161,147,146,146,144,146,154,161,167,173,
New Zealand,Female (Sex),15-64 (Age),Household Labour Force Survey,Labour force survey,963,982,990,979,978,991,989,1007,1038,1056,1101,1145,
New Zealand,Female (Sex),15+ (Age),Household Labour Force Survey,Labour force survey,986,1008,1020,1011,1013,1032,1034,1055,1090,1113,1164,1209,
New Zealand,Female (Sex),25+ (Age),Household Labour Force Survey,Labour force survey,821,841,859,864,867,886,890,909,936,951,997,1036,
Nicaragua,Total (Sex),15-24 (Age),Continous Household Survey,Labour force survey,,,,,,,813,,,,,,
Nicaragua,Total (Sex),15-64 (Age),Continous Household Survey,Labour force survey,,,,,,,2761,,,,,,
Nicaragua,Total (Sex),15+ (Age),Continous Household Survey,Labour force survey,2090,2079,,2097,2592,,2917,3059,,,,,
Nicaragua,Total (Sex),25+ (Age),Continous Household Survey,Labour force survey,,,,,,,2104,,,,,,
